store_id,week_of_year,weekly_spend,ranking_score_weekly
35913857,7,85.12,0.5195
35913857,8,132.7,0.5347
84648574,1,36.75,0.5783
84648574,2,44.56,0.5226
84648574,3,62.55,0.6222
84648574,4,57.42,0.5675
84648574,5,38.7,0.4956
84648574,6,57.56,0.479
84648574,7,50.01,0.5485
84648574,8,33.93,0.5119
32546185,1,257.09,0.7045
32546185,2,460.69,0.718
32546185,3,119.11,0.5989
32546185,4,559.41,0.7894
32546185,5,635.54,0.7793
32546185,6,200.22,0.6236
32546185,7,971.49,0.7648
32546185,8,822.82,0.7992
81713537,1,245.62,0.6029
81713537,2,964.34,0.8051
81713537,3,379.5,0.6678
81713537,4,311.71,0.6629
81713537,5,394.4,0.7007
81713537,6,182.88,0.5419
81713537,7,321.25,0.5837
81713537,8,246.43,0.6152
51670701,1,1326.17,0.7723
51670701,2,1602.92,0.8339
51670701,3,458.26,0.6665
51670701,4,698.78,0.7592
51670701,5,351.22,0.6018
51670701,6,383.5,0.7131
51670701,7,313.49,0.7081
51670701,8,763.37,0.7479
30937666,1,960.06,0.8276
30937666,2,994.16,0.8308
30937666,3,168.67,0.7859
30937666,4,384.13,0.8606
30937666,5,2613.68,0.861
30937666,6,798.36,0.7674
30937666,7,607.97,0.8738
30937666,8,594.45,0.6985
40081977,1,1530.49,0.6248
40081977,2,1133.36,0.5907
40081977,3,597.3,0.4044
40081977,4,587.65,0.5079
40081977,5,528.52,0.4593
40081977,6,308.38,0.3902
40081977,7,1906.09,0.6298
40081977,8,576.11,0.4922
57769262,1,159.83,0.8817
57769262,2,38.96,0.8359
57769262,3,149.43,0.8398
57769262,4,306.21,0.8892
57769262,5,90.44,0.8357
57769262,6,111.19,0.7771
57769262,7,125.52,0.8367
57769262,8,121.2,0.7724
78863244,1,121.08,0.5602
78863244,2,199.65,0.6447
78863244,3,307.8,0.6292
78863244,4,111.88,
78863244,5,146.33,0.592
78863244,6,145.32,0.6327
78863244,7,348.78,0.7018
78863244,8,165.68,0.5701
64541423,1,2152.71,0.5225
64541423,2,3113.07,0.5288
64541423,3,3086.64,0.6086
64541423,4,677.84,0.4892
64541423,5,2051.46,0.6319
64541423,6,761.57,0.5227
64541423,7,1247.82,0.4479
64541423,8,1141.26,0.5015
93990145,1,120.75,0.4591
93990145,2,115.08,0.3993
93990145,3,89.5,0.4125
93990145,4,113.53,0.4565
93990145,5,117.63,0.3492
93990145,6,68.39,0.3975
93990145,7,204.68,0.4761
93990145,8,312.41,0.4547
88096504,1,178.79,0.5131
88096504,2,228.77,0.5081
88096504,3,3297.84,0.699
88096504,4,262.47,0.5254
88096504,5,328.83,0.4756
88096504,6,1805.64,0.6953
88096504,7,576.07,0.5459
88096504,8,376.01,0.5969
77801817,1,42.12,0.5296
77801817,2,351.93,0.515
77801817,3,633.2,0.561
77801817,4,507.72,0.4987
77801817,5,140.48,0.45
77801817,6,792.34,0.5158
77801817,7,194.65,0.5019
77801817,8,232.11,0.4491
64279643,1,168.5,0.7006
64279643,2,123.79,0.7537
64279643,3,203.22,0.8033
64279643,4,581.02,0.872
64279643,5,318.52,0.7819
64279643,6,117.23,0.7279
64279643,7,257.19,0.797
64279643,8,263.53,0.7745
36087023,1,1065.47,0.911
36087023,2,459.8,0.8557
36087023,3,268.86,0.8563
36087023,4,554.85,0.8953
36087023,5,187.2,0.8536
36087023,6,549.9,0.8439
36087023,7,622.44,0.8678
36087023,8,293.35,0.8781
47131440,1,193.55,0.6663
47131440,2,455.34,0.7256
47131440,3,114.38,0.5846
47131440,4,256.04,0.6401
47131440,5,268.01,0.7441
47131440,6,137.14,0.6273
47131440,7,1343.53,0.849
47131440,8,264.55,0.6866
20700485,1,1043.92,0.8463
20700485,2,211.88,0.7989
20700485,3,370.74,0.7997
20700485,4,256.47,0.8149
20700485,5,696.92,0.8356
20700485,6,448.76,0.78
20700485,7,377.65,0.7998
20700485,8,262.91,0.9164
43676563,1,488.53,0.8465
43676563,2,292.95,0.7559
43676563,3,196.1,0.6759
43676563,4,221.14,0.6962
43676563,5,550.73,
43676563,6,1079.99,0.8128
43676563,7,656.76,0.8046
43676563,8,202.51,0.6525
93382500,1,379.93,0.8662
93382500,2,219.22,0.7967
93382500,3,143.05,0.8193
93382500,4,207.94,0.7913
93382500,5,237.31,0.8231
93382500,6,174.86,0.7586
93382500,7,333.96,0.6398
93382500,8,170.38,0.7468
48329387,1,501.85,0.4888
48329387,2,647.62,0.5104
48329387,3,514.49,0.5183
48329387,4,508.05,0.4878
48329387,5,346.65,0.424
48329387,6,695.28,0.5331
48329387,7,264.17,0.4881
48329387,8,1098.32,0.6077
20235593,1,470.07,0.8707
20235593,2,255.39,0.7424
20235593,3,114.62,0.7901
20235593,4,980.91,0.852
20235593,5,193.64,
20235593,6,688.51,0.8066
20235593,7,86.53,0.7842
20235593,8,380.62,0.8112
68673791,1,274.24,0.6408
68673791,2,117.29,0.6492
68673791,3,46.3,0.6001
68673791,4,159.9,0.6404
68673791,5,141.61,0.5986
68673791,6,61.99,0.608
68673791,7,166.7,0.5933
68673791,8,211.01,0.6593
96635337,1,40.16,0.5815
96635337,2,73.22,0.5741
96635337,3,96.5,0.5628
96635337,4,345.12,0.6815
96635337,5,340.17,0.6661
96635337,6,211.12,0.5343
96635337,7,132.76,0.5705
96635337,8,361.51,0.6474
88074155,1,349.27,0.5965
88074155,2,276.49,0.5695
88074155,3,99.58,0.4171
88074155,4,68.37,0.5002
88074155,5,467.3,0.5953
88074155,6,194.18,0.4695
88074155,7,278.78,0.5778
88074155,8,906.94,0.6598
34666880,1,759.87,0.8353
34666880,2,247.41,0.7483
34666880,3,168.85,0.7205
34666880,4,154.29,0.7505
34666880,5,454.2,0.8265
34666880,6,110.62,0.7571
34666880,7,114.78,0.6499
34666880,8,213.07,0.7764
50850718,1,248.97,0.2412
50850718,2,119.28,0.29
50850718,3,490.26,0.341
50850718,4,377.56,0.1956
50850718,5,129.91,0.2551
50850718,6,229.41,0.2332
50850718,7,142.41,0.2725
50850718,8,392.42,0.2935
57791485,1,158.19,0.6763
57791485,2,129.65,0.621
57791485,3,50.9,0.6735
57791485,4,660.51,0.7774
57791485,5,62.86,0.6859
57791485,6,445.55,0.7917
57791485,7,222.65,0.7219
57791485,8,101.22,0.702
32305560,1,221.21,0.5835
32305560,2,246.37,0.6602
32305560,3,120.16,0.5414
32305560,4,73.08,0.6296
32305560,5,120.63,0.6061
32305560,6,78.0,0.5722
32305560,7,56.63,0.5709
32305560,8,175.79,0.6364
34182278,1,89.95,0.7703
34182278,2,97.91,0.7441
34182278,3,387.14,0.7791
34182278,4,226.74,0.7343
34182278,5,171.94,0.7848
34182278,6,80.62,0.6841
34182278,7,31.21,0.6972
34182278,8,158.15,0.7206
31299612,1,100.2,0.7649
31299612,2,124.13,0.7766
31299612,3,188.89,0.7333
31299612,4,170.48,0.7371
31299612,5,111.37,0.8089
31299612,6,207.01,0.6704
31299612,7,174.47,0.8093
31299612,8,159.49,0.8327
99512315,1,162.11,0.9069
99512315,2,156.6,0.8291
99512315,3,63.34,0.9085
99512315,4,69.27,0.9012
99512315,5,88.36,0.8743
99512315,6,47.47,0.8454
99512315,7,66.16,0.8765
99512315,8,124.17,0.888
77141284,1,86.95,0.3391
77141284,2,81.51,0.3754
77141284,3,147.76,0.33
77141284,4,214.95,0.343
77141284,5,54.18,0.2766
77141284,6,316.56,0.3539
77141284,7,53.36,0.3264
77141284,8,110.66,
85677072,1,175.64,0.481
85677072,2,53.2,0.5257
85677072,3,255.8,0.6116
85677072,4,52.91,0.5738
85677072,5,38.0,0.5077
85677072,6,125.9,0.4908
85677072,7,144.3,0.516
85677072,8,144.07,0.4677
83491187,1,244.85,0.3568
83491187,2,311.04,0.3726
83491187,3,445.17,0.333
83491187,4,534.05,0.3709
83491187,5,434.95,0.2456
83491187,6,168.99,0.3384
83491187,7,141.48,0.3183
83491187,8,506.59,0.3109
96322910,1,31.1,0.6612
96322910,2,25.69,0.5466
96322910,3,23.54,0.6245
96322910,4,38.45,0.5493
96322910,5,112.83,0.6241
96322910,6,24.77,0.5073
96322910,7,95.58,0.5943
96322910,8,16.45,0.4902
19475027,1,41.97,0.2164
19475027,2,45.97,0.2531
19475027,3,69.54,0.3458
19475027,4,78.99,0.2743
19475027,5,130.81,0.2736
19475027,6,121.85,0.2874
19475027,7,101.74,0.3792
19475027,8,169.85,0.257
89346918,1,197.1,0.4926
89346918,2,134.89,0.4164
89346918,3,412.36,0.5592
89346918,4,457.18,
89346918,5,420.46,0.5114
89346918,6,237.69,0.4992
89346918,7,641.97,0.5356
89346918,8,305.63,0.5565
15990297,1,248.81,0.7997
15990297,2,222.28,0.7525
15990297,3,302.84,0.7954
15990297,4,784.44,0.8766
15990297,5,160.85,0.776
15990297,6,289.35,0.8211
15990297,7,168.45,0.7598
15990297,8,222.09,0.7749
52787890,1,165.9,0.5457
52787890,2,263.07,0.559
52787890,3,87.3,0.5359
52787890,4,68.09,0.5343
52787890,5,230.64,0.5847
52787890,6,145.74,0.4836
52787890,7,122.49,0.5156
52787890,8,79.28,0.5485
63499029,1,220.59,0.7279
63499029,2,419.71,0.6829
63499029,3,229.66,0.7174
63499029,4,1290.12,0.8492
63499029,5,928.72,0.824
63499029,6,565.8,0.7474
63499029,7,559.57,0.7612
63499029,8,243.28,0.6889
42207497,1,725.98,0.3858
42207497,2,1131.64,0.402
42207497,3,352.74,0.4049
42207497,4,619.28,0.3825
42207497,5,558.41,0.4201
42207497,6,1445.53,0.4116
42207497,7,385.57,0.3367
42207497,8,1202.63,0.4295
23155591,1,303.31,0.8484
23155591,2,257.23,0.8374
23155591,3,139.17,0.8998
23155591,4,219.79,0.8206
23155591,5,381.98,0.7936
23155591,6,265.67,0.8067
23155591,7,145.92,0.8237
23155591,8,90.48,0.8732
27307119,1,714.95,0.6843
27307119,2,281.93,0.6963
27307119,3,6000.0,0.8556
27307119,4,925.93,0.7827
27307119,5,272.03,0.6632
27307119,6,230.67,0.5581
27307119,7,206.23,0.6401
27307119,8,454.62,0.6887
84219776,1,114.44,0.5578
84219776,2,158.93,0.549
84219776,3,171.4,0.5645
84219776,4,346.28,0.6856
84219776,5,102.61,0.5535
84219776,6,794.88,0.7148
84219776,7,313.9,0.6486
84219776,8,484.02,0.708
38685150,1,174.76,0.7528
38685150,2,157.66,0.6999
38685150,3,375.42,0.8292
38685150,4,84.89,0.703
38685150,5,144.56,0.6862
38685150,6,49.73,0.6656
38685150,7,132.74,0.6707
38685150,8,187.74,0.7857
37930120,1,453.11,0.3502
37930120,2,783.43,0.4674
37930120,3,648.27,0.5266
37930120,4,287.82,0.2856
37930120,5,248.07,0.3994
37930120,6,500.68,0.3633
37930120,7,195.52,0.3578
37930120,8,218.88,0.4032
93102567,1,113.2,0.2872
93102567,2,201.92,0.3316
93102567,3,194.05,0.3329
93102567,4,162.37,0.2789
93102567,5,105.86,0.2865
93102567,6,651.45,0.3119
93102567,7,129.6,0.3073
93102567,8,139.72,0.3516
22948473,1,159.39,0.7666
22948473,2,602.31,0.867
22948473,3,169.86,0.7414
22948473,4,191.37,0.7489
22948473,5,107.02,0.7431
22948473,6,212.32,0.7407
22948473,7,81.25,0.7029
22948473,8,54.23,0.674
92374021,1,180.41,0.7481
92374021,2,217.12,0.7475
92374021,3,227.72,0.7378
92374021,4,500.62,0.7398
92374021,5,89.17,0.6612
92374021,6,149.35,0.6648
92374021,7,127.37,0.6275
92374021,8,429.32,0.7111
92887341,1,606.16,0.7626
92887341,2,251.23,0.7126
92887341,3,622.27,0.8005
92887341,4,407.79,0.7194
92887341,5,1955.18,0.883
92887341,6,596.3,0.7796
92887341,7,282.08,0.7895
92887341,8,124.03,0.6951
63870367,1,66.63,0.7488
63870367,2,45.68,0.7789
63870367,3,16.33,0.7579
63870367,4,81.76,0.7093
63870367,5,231.84,0.7567
63870367,6,74.3,0.7382
63870367,7,82.22,0.8216
63870367,8,432.65,0.8302
24897854,1,1849.67,0.8905
24897854,2,1682.02,0.9058
24897854,3,665.59,0.8874
24897854,4,185.52,0.8757
24897854,5,222.22,0.7969
24897854,6,687.08,0.8271
24897854,7,603.33,0.8739
24897854,8,682.71,0.8414
24027477,1,487.09,0.8289
24027477,2,237.17,0.7945
24027477,3,1053.32,0.8607
24027477,4,307.42,0.775
24027477,5,271.46,0.7624
24027477,6,207.9,0.7806
24027477,7,778.99,0.7785
24027477,8,486.66,0.7979
35624807,1,396.09,0.7897
35624807,2,340.11,0.7629
35624807,3,831.44,0.8192
35624807,4,610.83,0.863
35624807,5,1401.14,
35624807,6,898.1,0.8244
35624807,7,436.66,0.8206
35624807,8,191.91,0.8593
61967407,1,212.44,0.8328
61967407,2,123.22,0.843
61967407,3,272.39,0.8021
61967407,4,617.63,0.898
61967407,5,366.22,0.8392
61967407,6,494.61,0.8507
61967407,7,184.49,0.8208
61967407,8,307.46,0.8623
23825205,1,278.51,0.7299
23825205,2,374.31,0.8053
23825205,3,1276.61,0.8401
23825205,4,299.75,0.8784
23825205,5,275.58,0.7802
23825205,6,127.89,0.8187
23825205,7,114.35,0.7783
23825205,8,178.55,0.7679
51009213,1,173.68,0.7861
51009213,2,32.93,0.8413
51009213,3,52.27,0.8052
51009213,4,125.35,0.8107
51009213,5,17.4,0.8087
51009213,6,67.95,0.7644
51009213,7,67.58,0.7001
51009213,8,82.19,0.7209
20394105,1,209.46,0.7413
20394105,2,111.08,0.7245
20394105,3,350.17,0.7308
20394105,4,92.05,0.5985
20394105,5,225.79,0.6706
20394105,6,412.63,0.7239
20394105,7,105.38,0.6633
20394105,8,121.15,0.6676
58625570,1,599.88,0.8276
58625570,2,635.16,0.7668
58625570,3,717.11,0.8366
58625570,4,993.18,0.859
58625570,5,487.49,0.8393
58625570,6,459.58,0.8097
58625570,7,454.08,0.8183
58625570,8,435.2,0.8569
11903321,1,2354.79,0.9247
11903321,2,490.61,0.7832
11903321,3,1082.61,0.8745
11903321,4,1172.99,0.834
11903321,5,2820.53,0.9304
11903321,6,3068.02,0.9148
11903321,7,1545.53,0.8651
11903321,8,1398.69,0.9195
14985586,1,133.13,0.4857
14985586,2,383.73,0.4566
14985586,3,150.97,0.4228
14985586,4,187.23,0.4902
14985586,5,106.11,0.4638
14985586,6,191.16,0.5318
14985586,7,220.15,0.4396
14985586,8,259.98,0.4449
27533965,1,45.48,0.5004
27533965,2,18.89,0.5003
27533965,3,13.87,0.4837
27533965,4,62.3,0.5145
27533965,5,40.71,0.4908
27533965,6,31.94,0.4882
27533965,7,55.22,0.4624
27533965,8,63.28,0.5218
25717732,1,1010.12,0.74
25717732,2,174.63,0.56
25717732,3,111.39,0.5791
25717732,4,134.03,
25717732,5,147.57,0.5086
25717732,6,67.08,0.4956
25717732,7,369.38,0.6289
25717732,8,577.39,0.7033
84789467,1,1277.16,0.6727
84789467,2,391.38,0.5682
84789467,3,1024.68,0.6569
84789467,4,246.48,0.5486
84789467,5,220.99,0.5323
84789467,6,491.6,0.5604
84789467,7,542.64,0.5188
84789467,8,417.63,0.5446
14804373,1,3026.66,0.8774
14804373,2,1116.59,0.8759
14804373,3,2178.53,0.8679
14804373,4,3403.38,0.8958
14804373,5,4129.86,0.8807
14804373,6,3033.29,0.8846
14804373,7,3403.59,0.8893
14804373,8,5570.96,0.8775
48633369,1,110.04,0.7815
48633369,2,37.84,0.6628
48633369,3,219.54,0.8279
48633369,4,53.11,0.7374
48633369,5,93.22,0.7289
48633369,6,147.42,
48633369,7,58.85,0.7173
48633369,8,109.97,0.7047
63202942,1,358.72,0.6076
63202942,2,565.49,0.6699
63202942,3,811.05,0.6791
63202942,4,189.74,0.5529
63202942,5,489.37,0.5935
63202942,6,190.93,0.5634
63202942,7,287.55,0.5299
63202942,8,881.34,0.6932
56439599,1,650.7,0.7565
56439599,2,556.72,0.6361
56439599,3,305.1,0.6616
56439599,4,809.66,0.708
56439599,5,616.9,0.6909
56439599,6,744.01,0.7483
56439599,7,1035.69,0.8153
56439599,8,860.82,0.7972
71264306,1,1122.68,0.7822
71264306,2,127.15,0.8561
71264306,3,292.28,0.8432
71264306,4,277.94,0.7148
71264306,5,503.45,0.8108
71264306,6,402.73,0.7129
71264306,7,211.71,0.7876
71264306,8,259.91,0.8318
82279117,1,165.09,
82279117,2,292.28,0.62
82279117,3,625.07,0.6788
82279117,4,143.35,0.5466
82279117,5,1793.68,0.8079
82279117,6,47.54,0.4979
82279117,7,602.27,0.649
82279117,8,243.66,0.5645
45426740,1,182.38,0.7848
45426740,2,371.0,0.7686
45426740,3,799.06,0.8188
45426740,4,268.2,0.747
45426740,5,1550.24,0.8781
45426740,6,94.81,0.6812
45426740,7,517.35,0.8329
45426740,8,1689.78,0.9179
84539607,1,158.3,0.5938
84539607,2,222.37,0.5214
84539607,3,215.47,0.4913
84539607,4,208.86,0.5248
84539607,5,454.34,0.573
84539607,6,123.97,0.4308
84539607,7,323.8,0.5615
84539607,8,197.08,0.5115
38619198,1,826.91,0.7611
38619198,2,354.83,0.7297
38619198,3,202.22,0.6452
38619198,4,326.73,0.6299
38619198,5,373.67,0.6878
38619198,6,480.41,0.6683
38619198,7,337.08,0.725
38619198,8,1292.35,0.8503
98598043,1,119.65,0.6166
98598043,2,107.33,0.6029
98598043,3,29.3,0.5826
98598043,4,142.75,0.6491
98598043,5,115.97,0.6289
98598043,6,116.09,0.6383
98598043,7,74.65,0.6062
98598043,8,277.14,0.6899
55407360,1,267.12,0.7816
55407360,2,188.26,0.7778
55407360,3,179.85,0.7615
55407360,4,149.45,0.7561
55407360,5,365.24,0.7934
55407360,6,67.72,0.7395
55407360,7,270.14,0.7453
55407360,8,413.0,0.7701
76241199,1,563.21,0.6729
76241199,2,656.46,0.7571
76241199,3,407.07,0.6909
76241199,4,538.21,0.7243
76241199,5,174.88,0.6802
76241199,6,498.75,0.6985
76241199,7,280.75,0.6967
76241199,8,251.38,0.6707
88750443,1,104.57,0.5785
88750443,2,98.31,0.6237
88750443,3,171.45,0.6186
88750443,4,138.69,0.6641
88750443,5,49.93,0.5848
88750443,6,79.31,0.5519
88750443,7,174.34,0.6152
88750443,8,66.72,0.652
81338611,1,149.7,0.7214
81338611,2,773.07,0.812
81338611,3,1394.08,0.8549
81338611,4,638.6,0.7686
81338611,5,723.47,0.7548
81338611,6,1227.86,0.8367
81338611,7,307.5,0.8242
81338611,8,2256.59,0.8287
86601845,1,290.15,0.7559
86601845,2,144.23,0.7114
86601845,3,395.21,0.827
86601845,4,119.62,0.6835
86601845,5,887.47,0.8342
86601845,6,343.68,0.7258
86601845,7,209.54,0.6507
86601845,8,255.22,0.7037
58286221,1,159.61,0.6208
58286221,2,198.5,0.6549
58286221,3,188.9,0.6088
58286221,4,281.6,0.7133
58286221,5,289.52,0.648
58286221,6,245.84,0.5725
58286221,7,243.26,0.6407
58286221,8,145.18,0.5971
13912755,1,324.71,0.7958
13912755,2,93.18,0.6755
13912755,3,123.67,0.7317
13912755,4,187.24,0.7222
13912755,5,241.39,0.7091
13912755,6,413.37,0.771
13912755,7,97.66,0.6724
13912755,8,379.4,0.7578
54377517,1,358.94,0.7721
54377517,2,827.46,0.7885
54377517,3,919.91,0.8376
54377517,4,305.45,0.7949
54377517,5,377.25,0.8113
54377517,6,1838.47,0.8124
54377517,7,762.48,0.8127
54377517,8,547.44,0.8023
26334856,1,145.22,0.6577
26334856,2,64.87,0.6779
26334856,3,124.56,0.6521
26334856,4,279.07,0.6386
26334856,5,267.14,0.6647
26334856,6,134.01,0.6252
26334856,7,64.1,0.673
26334856,8,390.32,0.7294
90020491,1,332.28,0.8418
90020491,2,81.07,0.7398
90020491,3,199.59,0.6763
90020491,4,253.3,0.8252
90020491,5,209.03,0.7796
90020491,6,697.89,0.843
90020491,7,346.27,0.7321
90020491,8,201.02,
31307038,1,322.12,0.8073
31307038,2,1054.65,0.8143
31307038,3,720.31,0.8247
31307038,4,763.1,0.7647
31307038,5,286.06,0.7727
31307038,6,277.78,0.8354
31307038,7,324.53,0.8394
31307038,8,164.11,0.7489
30526284,1,238.25,0.7355
30526284,2,131.02,0.7506
30526284,3,192.98,0.774
30526284,4,246.34,0.7593
30526284,5,351.05,0.7333
30526284,6,310.17,0.8052
30526284,7,287.72,0.7726
30526284,8,383.39,0.7821
32444881,1,402.8,0.8323
32444881,2,117.19,0.7904
32444881,3,250.4,0.7761
32444881,4,655.29,0.7883
32444881,5,113.99,0.7999
32444881,6,112.11,0.6714
32444881,7,509.32,0.8091
32444881,8,383.74,0.7811
67830962,1,34.69,0.7401
67830962,2,32.79,0.7656
67830962,3,55.52,0.763
67830962,4,82.94,0.7709
67830962,5,103.75,0.7397
67830962,6,84.51,0.7576
67830962,7,15.46,0.7626
67830962,8,82.66,0.7776
61410938,1,66.28,0.8016
61410938,2,132.05,0.7908
61410938,3,44.5,0.866
61410938,4,54.06,0.804
61410938,5,146.72,0.8751
61410938,6,130.13,0.8702
61410938,7,70.01,0.8315
61410938,8,53.41,0.8495
95395677,1,116.39,0.5507
95395677,2,333.08,0.61
95395677,3,495.09,
95395677,4,46.7,0.5229
95395677,5,93.39,0.4912
95395677,6,48.82,0.4457
95395677,7,58.09,0.4716
95395677,8,119.34,0.523
47463617,1,1070.46,0.7883
47463617,2,1023.58,0.8475
47463617,3,646.95,0.8235
47463617,4,787.46,
47463617,5,612.36,0.8513
47463617,6,436.29,0.7563
47463617,7,662.32,0.7742
47463617,8,224.99,0.7682
35405034,1,802.79,0.8514
35405034,2,206.15,0.8531
35405034,3,874.69,0.8188
35405034,4,925.39,0.8485
35405034,5,413.44,0.844
35405034,6,1792.42,0.8326
35405034,7,468.36,0.8247
35405034,8,1434.66,0.7937
14432870,1,253.22,0.7319
14432870,2,272.64,0.7124
14432870,3,1058.88,0.8152
14432870,4,539.39,0.83
14432870,5,614.34,0.7521
14432870,6,171.05,0.6538
14432870,7,435.98,0.7657
14432870,8,172.15,
10636831,1,107.95,0.7895
10636831,2,66.19,0.6751
10636831,3,58.13,0.7294
10636831,4,118.19,0.6893
10636831,5,95.9,0.6784
10636831,6,147.15,0.8088
10636831,7,173.68,0.7317
10636831,8,78.8,0.6563
43625272,1,697.91,0.7999
43625272,2,987.5,0.8284
43625272,3,742.56,0.8313
43625272,4,399.96,0.7605
43625272,5,408.26,0.8323
43625272,6,322.54,0.8113
43625272,7,222.01,0.8216
43625272,8,550.0,0.7557
93323564,1,365.29,0.7332
93323564,2,99.4,0.6951
93323564,3,797.85,0.8245
93323564,4,275.11,0.7541
93323564,5,135.92,0.7018
93323564,6,149.03,0.6848
93323564,7,67.72,0.6689
93323564,8,357.69,0.7683
57137764,1,885.75,0.7818
57137764,2,403.86,0.6828
57137764,3,233.55,0.6361
57137764,4,667.89,0.798
57137764,5,856.3,0.7428
57137764,6,238.32,0.6234
57137764,7,1029.54,0.7825
57137764,8,863.94,0.7705
90419284,1,156.67,0.8017
90419284,2,214.7,0.7949
90419284,3,370.71,0.8016
90419284,4,378.28,0.8091
90419284,5,595.7,0.8586
90419284,6,1104.91,0.8839
90419284,7,1347.82,0.8917
90419284,8,891.31,0.8767
19150471,1,170.42,0.7908
19150471,2,148.34,0.7855
19150471,3,265.85,0.7894
19150471,4,22.35,0.7962
19150471,5,124.84,0.7193
19150471,6,72.95,0.7244
19150471,7,105.07,0.7181
19150471,8,97.23,0.772
18398890,1,2299.76,0.8285
18398890,2,1055.61,0.7521
18398890,3,1780.06,0.7694
18398890,4,1022.97,0.7644
18398890,5,2740.46,0.7966
18398890,6,620.38,0.6619
18398890,7,528.65,0.6602
18398890,8,1592.72,0.7683
19606782,1,387.79,0.7212
19606782,2,135.43,0.6239
19606782,3,386.02,0.7633
19606782,4,247.83,0.6854
19606782,5,523.37,0.7254
19606782,6,623.87,0.7851
19606782,7,725.41,0.7813
19606782,8,1371.38,
14676567,1,2407.12,0.8868
14676567,2,1186.5,0.8642
14676567,3,3693.47,0.8124
14676567,4,1313.73,0.748
14676567,5,1300.98,0.7998
14676567,6,1268.06,0.9084
14676567,7,4462.04,0.7877
14676567,8,2096.49,0.868
46368341,1,203.34,0.8116
46368341,2,75.46,0.7462
46368341,3,202.54,0.8043
46368341,4,114.25,0.753
46368341,5,170.82,0.8254
46368341,6,172.3,0.8504
46368341,7,115.2,0.7939
46368341,8,143.84,0.8167
93235767,1,435.79,0.7396
93235767,2,379.71,0.8086
93235767,3,178.29,0.8306
93235767,4,217.42,0.7513
93235767,5,183.9,0.8401
93235767,6,69.94,0.8345
93235767,7,159.98,0.751
93235767,8,69.67,0.7525
72044503,1,35.53,0.4307
72044503,2,23.15,0.4722
72044503,3,40.37,0.4168
72044503,4,37.67,0.4496
72044503,5,48.81,0.4021
72044503,6,50.5,0.4261
72044503,7,22.19,0.4114
72044503,8,67.83,0.4672
18920182,1,308.01,0.7787
18920182,2,107.06,0.8087
18920182,3,525.13,0.8338
18920182,4,165.88,0.8722
18920182,5,164.63,0.8895
18920182,6,142.29,0.7592
18920182,7,178.05,0.7996
18920182,8,117.36,0.9012
85341793,1,426.84,0.7973
85341793,2,216.84,0.7962
85341793,3,106.2,0.6854
85341793,4,268.78,0.8111
85341793,5,247.45,0.7735
85341793,6,321.39,0.8144
85341793,7,112.68,0.7442
85341793,8,277.37,0.801
85921744,1,122.54,0.7729
85921744,2,62.87,0.7136
85921744,3,82.71,0.7775
85921744,4,73.74,0.7513
85921744,5,35.4,0.7382
85921744,6,234.61,0.8054
85921744,7,113.99,0.7759
85921744,8,70.4,0.8276
82062687,1,1550.12,0.8725
82062687,2,895.01,0.7285
82062687,3,878.05,0.7571
82062687,4,6000.0,0.8149
82062687,5,796.46,0.7118
82062687,6,2921.84,0.8528
82062687,7,1015.76,0.7081
82062687,8,668.72,0.7805
91238782,1,450.79,0.8686
91238782,2,1542.8,0.8489
91238782,3,427.1,0.7842
91238782,4,359.05,0.733
91238782,5,163.97,0.6919
91238782,6,874.16,0.7595
91238782,7,1534.44,0.8156
91238782,8,1336.38,0.8287
31589021,1,148.34,0.7071
31589021,2,35.73,0.5985
31589021,3,35.74,0.6041
31589021,4,69.07,0.6027
31589021,5,19.74,0.5633
31589021,6,101.73,0.6125
31589021,7,52.05,0.564
31589021,8,43.31,0.6605
98161360,1,147.12,0.6209
98161360,2,107.97,0.5763
98161360,3,73.27,0.5879
98161360,4,65.65,0.591
98161360,5,123.98,0.6797
98161360,6,110.34,
98161360,7,196.12,0.6158
98161360,8,340.53,0.7296
38862667,1,251.33,0.319
38862667,2,157.48,0.3557
38862667,3,324.08,0.3858
38862667,4,165.06,0.4189
38862667,5,124.0,0.2548
38862667,6,62.68,0.3513
38862667,7,149.56,0.3191
38862667,8,110.49,0.2975
82182328,1,168.34,0.5979
82182328,2,164.43,0.6168
82182328,3,93.96,0.5101
82182328,4,45.37,0.6627
82182328,5,323.93,0.6923
82182328,6,79.94,0.5475
82182328,7,72.95,0.4919
82182328,8,84.52,0.6135
62142809,1,261.59,0.778
62142809,2,799.7,0.8465
62142809,3,517.52,0.8413
62142809,4,633.6,0.8466
62142809,5,321.31,0.7721
62142809,6,235.2,0.7121
62142809,7,456.1,0.8363
62142809,8,200.36,
80152977,1,142.0,0.77
80152977,2,1366.15,0.8616
80152977,3,138.92,0.8072
80152977,4,288.21,0.8172
80152977,5,299.21,0.7847
80152977,6,330.4,0.7877
80152977,7,324.08,0.7799
80152977,8,218.23,0.8037
66503747,1,97.76,0.5106
66503747,2,249.29,0.5179
66503747,3,459.52,0.5651
66503747,4,596.21,0.5548
66503747,5,547.63,0.5571
66503747,6,388.84,0.5372
66503747,7,626.21,0.5937
66503747,8,209.62,0.4642
67823494,1,140.98,
67823494,2,57.94,0.6702
67823494,3,839.83,0.8536
67823494,4,796.27,0.8702
67823494,5,223.71,0.7135
